"Company","Position_Title","Review_Title","Cons","Pros","Review_Date","C_F_Employee"
"Microsoft","Enterprise Architect","Worst Culture Ever","Bunch of people that have never competed for anything. Everyone is the ""Same"" until they get reviewed for promo's or raises.","If you can be just average, keep your head down, can be a good place to coast.","Sep 9, 2021","Current"
"Microsoft","Senior Cloud Solutions Architect","Terrible Culture  for Women","Terrible Culture for Women in tech positions for anyone in the field . No support . Don't drink the Koolaide","competitive Salary and Benefits as well as educational opportunities","Jul 22, 2021","Former"
"Microsoft","Senior Software Engineer","MS Sr SDE","- smothery and very unfriendly culture
- low compensation","- 401k plan
- good WLB
- stable job","Jul 20, 2021","Current"
"Microsoft","Software Engineer","Terrible place to work","Looks for cheapest options with only emphasis based on how you look","Career opportunities, management only cares about themselves and leaves you adrift","Jul 15, 2021","Former"
"Microsoft","Software Engineer","Working at Microsoft","It really matters which team you are working at.","The overall culture advocates from Leadership Groups is growth mindset.","Jul 8, 2021","Current"
"Microsoft","Principal Software Engineer","Azure please stay away","Very bad environment, stay away bad politics.
Salary is also low without any raises.
New ideas are not welcome, always politics win.","Very bad place, lot of politics and old thinking.
New ideas are not welcome, managers know only politics.","May 8, 2021","Current"
"Microsoft","Senior Quality Manager","Beware when you look behind the WOKE driven curtain!","Toxic environment where employees hide their true feelings and beliefs as they would be attacked if they differ from Microsoft Social Agenda. Microsoft more concerned with politics then putting out a great product or service to ""all of their customers"".","Strong compensation and benefits. Flexible work hours as needed.","Apr 20, 2021","Former"
"Microsoft","Software Engineer","Giant company with less efficiency and low pay","Cannot see career future if you stay here long","PTO is good in Seattle area","Mar 31, 2021","Current"
"Microsoft","Software Engineer-II","I hate working at microsoft","Racist company, and difficult to move up. Also lowest pay in the industry.","it's fairly easy for many to get away with slacking off.","Mar 21, 2021","Current"
"Microsoft","Senior Engineer","not worth the trouble","they will rank you and run you off at their will whenever they feel like it, there's always a X on your back","nice buildings and atmosphere, and equipment","Mar 14, 2021","Former"
"Microsoft","Software Engineering Intern","Not a great experience","The team I worked for had a ton of legacy code, which was impossible to understand unless you have been there 10+ years. And I definitely don't want to stay there learning all the small details.","Good pay and nice people","Mar 8, 2021","Former"
"Microsoft","Senior Tech Lead","Pathetic company for developers","A lot of politics and lies by almost everyone who can lie(80-90% of employees) except freshers and few moral folks. Good for those who are unqualified not so good engineers but ok in interviews, don't know much but can blabber in meetings and likes to play dirty lies and politics. I am sure some of the people watching this review will be happy cuz there are lot of thankless liars and political folks dying to earn money and respect even if it comes by deceit. Overall pretty pathetic culture and only good for such politics ridden people. The company still works well only because of few good engineers, the legacy of good old products, copy of new software services like azure as a pure copy of AWS etc and ok ceo who is good at acquisitions, monetization, and politics. Also, managers are ready to invest in extra below average engineers who likes to play their slave than good solid engineers and actually they can survive by creating new issues and redoing same stuff. Who knows what is going on in the code except good engineers, they justify wrong and incorrect things. The services actually suffer a lot of issues and life of engineers becomes hell fixing and monitoring them.

Overall if you are a good human being who likes to contribute and play fair, this company is hell. It's full of liars, cheaters, dirty politics, unfair practices in review and work management. But if you can play politics along with these cheaters, you may not get to do great work and responsibilities but can survive and grow. In sort, Awesome for low quality engineers who like to play poor politics and culture.","A lot of politics and lies by almost everyone who can lie(80-90% of employees) except freshers and few moral folks. Good for those who are unqualified not so good engineers but ok in interviews, don't know much but can blabber in meetings and likes to play dirty lies and politics. I am sure some of the people watching this review will be happy cuz there are lot of thankless liars and political folks dying to earn money and respect even if it comes by deceit. Overall pretty pathetic culture and only good for such politics ridden people. The company still works well only because of few good engineers, the legacy of good old products, copy of new software services like azure as a pure copy of AWS etc and ok ceo who is good at acquisitions, monetization, and politics. Also, managers are ready to invest in extra below average engineers who likes to play their slave than good solid engineers and actually they can survive by creating new issues and redoing same stuff. Who knows what is going on in the code except good engineers, they justify wrong and incorrect things. The services actually suffer a lot of issues and life of engineers becomes hell fixing and monitoring them.","Feb 25, 2021","Former"
